names,length,no_res_TM_Phob,no_hel_Phob,type,mode,T,chromosome,coorStart,coorEnd
smorf76352,26,0,0,sORFs,real,0.2051,6,130085,130165
smorf76358,30,0,0,sORFs,real,0.2556,6,131645,131737
smorf76362,26,0,0,sORFs,real,0.3718,6,134327,134407
smorf76363,26,0,0,sORFs,real,0.3846,6,134480,134560
smorf76386,46,0,0,sORFs,real,0.2101,6,143897,144037
smorf76387,28,0,0,sORFs,real,0.3571,6,144128,144214
smorf76389,44,21,1,sORFs,real,0.3485,6,144356,144490
smorf76390,45,0,0,sORFs,real,0.4741,6,144635,144772
smorf76398,44,0,0,sORFs,real,0.2955,6,146981,147115
smorf76404,41,0,0,sORFs,real,0.3659,6,149825,149950
smorf76414,57,18,1,sORFs,real,0.4561,6,154472,154645
smorf76434,41,0,0,sORFs,real,0.3415,6,158189,158314
smorf76440,32,0,0,sORFs,real,0.2396,6,158876,158974
smorf76445,30,19,1,sORFs,real,0.3556,6,161447,161539
smorf76455,27,0,0,sORFs,real,0.358,6,167327,167410
smorf76461,85,0,0,sORFs,real,0.2627,6,168860,169117
smorf76464,59,0,0,sORFs,real,0.3559,6,169655,169834
smorf76471,46,19,1,sORFs,real,0.3478,6,174233,174373
smorf76482,56,0,0,sORFs,real,0.2976,6,176756,176926
smorf76494,74,18,1,sORFs,real,0.2883,6,180836,181060
smorf76495,37,0,0,sORFs,real,0.3153,6,181379,181492
smorf76505,33,0,0,sORFs,real,0.3636,6,184286,184387
smorf76508,89,0,0,sORFs,real,0.3146,6,191540,191809
smorf76516,26,0,0,sORFs,real,0.3462,6,193679,193759
smorf76540,59,0,0,sORFs,real,0.3164,6,199079,199258
smorf76557,39,0,0,sORFs,real,0.3077,6,204737,204856
smorf76558,28,0,0,sORFs,real,0.1548,6,204911,204997
smorf76559,30,0,0,sORFs,real,0.3778,6,205121,205213
smorf76562,52,20,1,sORFs,real,0.3397,6,205724,205882
smorf76564,48,0,0,sORFs,real,0.3125,6,206399,206545
smorf76565,62,0,0,sORFs,real,0.3065,6,206651,206839
smorf76566,29,0,0,sORFs,real,0.3103,6,206846,206935
smorf7657,38,0,0,sORFs,real,0.5088,2,760081,760197
smorf76580,32,0,0,sORFs,real,0.3854,6,209990,210088
smorf766,30,0,0,sORFs,real,0.2333,1,213874,213966
smorf76639,68,0,0,sORFs,real,0.3137,6,226706,226912
smorf76679,37,22,1,sORFs,real,0.4414,6,239813,239926
smorf76696,29,0,0,sORFs,real,0.2989,6,245774,245863
smorf76708,28,0,0,sORFs,real,0.3929,6,248162,248248
smorf76733,26,0,0,sORFs,real,0.3974,6,256325,256405
smorf76735,36,0,0,sORFs,real,0.3519,6,256550,256660
smorf76736,38,0,0,sORFs,real,0.2281,6,256745,256861
smorf76737,41,0,0,sORFs,real,0.2846,6,256967,257092
smorf76742,55,23,1,sORFs,real,0.3212,6,257486,257653
smorf76747,26,0,0,sORFs,real,0.4103,6,258617,258697
smorf76755,32,0,0,sORFs,real,0.2813,6,259895,259993
smorf76760,36,0,0,sORFs,real,0.3056,6,261509,261619
smorf76761,56,0,0,sORFs,real,0.381,6,261848,262018
smorf76765,30,17,1,sORFs,real,0.4556,6,262250,262342
smorf76768,33,0,0,sORFs,real,0.2525,6,262874,262975
smorf76769,34,0,0,sORFs,real,0.2843,6,263174,263278
smorf76776,33,20,1,sORFs,real,0.4242,6,265487,265588
smorf76779,47,0,0,sORFs,real,0.2199,6,265808,265951
smorf76783,41,0,0,sORFs,real,0.2764,6,266339,266464
smorf76786,28,0,0,sORFs,real,0.2143,6,266795,266881
smorf76798,49,0,0,sORFs,real,0.2585,6,268379,268528
smorf768,88,0,0,sORFs,real,0.3295,1,214372,214638
smorf76816,30,0,0,sORFs,real,0.3,6,4185,4277
smorf76825,49,0,0,sORFs,real,0.2925,6,5700,5849
smorf76826,53,0,0,sORFs,real,0.3711,6,5898,6059
smorf76827,45,0,0,sORFs,real,0.3333,6,6222,6359
smorf76828,30,0,0,sORFs,real,0.3667,6,7713,7805
smorf76834,33,0,0,sORFs,real,0.2525,6,8946,9047
smorf76845,40,0,0,sORFs,real,0.2917,6,10896,11018
smorf76852,28,18,1,sORFs,real,0.4286,6,12462,12548
smorf76864,41,17,1,sORFs,real,0.3577,6,15711,15836
smorf76902,37,0,0,sORFs,real,0.4595,6,25365,25478
smorf76913,29,0,0,sORFs,real,0.2529,6,27711,27800
smorf76914,59,0,0,sORFs,real,0.339,6,27951,28130
smorf76926,33,0,0,sORFs,real,0.3131,6,29721,29822
smorf76932,28,0,0,sORFs,real,0.3095,6,31599,31685
smorf76937,42,0,0,sORFs,real,0.3889,6,32517,32645
smorf76949,35,0,0,sORFs,real,0.3048,6,35769,35876
smorf7695,51,0,0,sORFs,real,0.2549,2,767449,767604
smorf76950,51,0,0,sORFs,real,0.2745,6,36075,36230
smorf76952,56,0,0,sORFs,real,0.2679,6,36312,36482
smorf7696,78,0,0,sORFs,real,0.2821,2,767740,767976
smorf76998,52,0,0,sORFs,real,0.3462,6,44643,44801
smorf77001,30,0,0,sORFs,real,0.4,6,45594,45686
smorf77006,30,0,0,sORFs,real,0.2889,6,47799,47891
smorf77048,39,0,0,sORFs,real,0.359,6,53010,53129
smorf77055,27,0,0,sORFs,real,0.4074,6,55197,55280
smorf771,39,0,0,sORFs,real,0.2906,1,214969,215088
smorf77106,48,17,1,sORFs,real,0.4306,6,69018,69164
smorf7712,54,0,0,sORFs,real,0.2654,2,770488,770652
smorf77134,58,0,0,sORFs,real,0.3103,6,76641,76817
smorf7714,52,0,0,sORFs,real,0.2885,2,771037,771195
smorf77149,26,18,1,sORFs,real,0.4359,6,79137,79217
smorf77154,33,0,0,sORFs,real,0.3535,6,80373,80474
smorf77159,47,0,0,sORFs,real,0.3333,6,81936,82079
smorf77180,27,0,0,sORFs,real,0.3333,6,87432,87515
smorf77181,72,40,2,sORFs,real,0.4167,6,87534,87752
smorf77201,47,18,1,sORFs,real,0.3759,6,95049,95192
smorf77207,35,0,0,sORFs,real,0.3619,6,97968,98075
smorf77208,26,0,0,sORFs,real,0.2051,6,98259,98339
smorf77217,36,0,0,sORFs,real,0.3333,6,101190,101300
smorf77225,37,0,0,sORFs,real,0.3784,6,103947,104060
smorf77229,33,0,0,sORFs,real,0.4545,6,104616,104717
smorf77265,30,0,0,sORFs,real,0.2778,6,114528,114620
smorf77271,45,0,0,sORFs,real,0.4074,6,119115,119252
smorf77275,42,0,0,sORFs,real,0.3413,6,131385,131513
smorf77334,62,0,0,sORFs,real,0.3333,6,144171,144359
smorf77340,74,0,0,sORFs,real,0.3333,6,146811,147035
smorf77372,27,0,0,sORFs,real,0.4815,6,154467,154550
smorf7738,35,0,0,sORFs,real,0.4476,2,784576,784683
smorf77382,29,0,0,sORFs,real,0.1609,6,157863,157952
smorf77387,26,0,0,sORFs,real,0.3333,6,158628,158708
smorf774,26,0,0,sORFs,real,0.4615,1,215278,215358
smorf77406,42,0,0,sORFs,real,0.4206,6,161913,162041
smorf77428,31,0,0,sORFs,real,0.3011,6,164880,164975
smorf77437,38,0,0,sORFs,real,0.2368,6,168531,168647
smorf77449,36,0,0,sORFs,real,0.3796,6,174111,174221
smorf7746,32,0,0,sORFs,real,0.3646,2,786532,786630
smorf77462,26,0,0,sORFs,real,0.2051,6,176487,176567
smorf77466,27,0,0,sORFs,real,0.2346,6,181299,181382
smorf77471,138,0,0,sORFs,real,0.2899,6,182223,182639
smorf77473,46,19,1,sORFs,real,0.3478,6,182901,183041
smorf77519,40,0,0,sORFs,real,0.2333,6,191445,191567
smorf77522,34,0,0,sORFs,real,0.2647,6,191940,192044
smorf77523,78,0,0,sORFs,real,0.3419,6,192117,192353
smorf77533,37,0,0,sORFs,real,0.3333,6,199131,199244
smorf77536,26,0,0,sORFs,real,0.2564,6,199608,199688
smorf7755,53,0,0,sORFs,real,0.327,2,788959,789120
smorf77562,39,0,0,sORFs,real,0.3077,6,205068,205187
smorf77585,99,20,1,sORFs,real,0.3468,6,209883,210182
smorf77586,43,0,0,sORFs,real,0.3798,6,210264,210395
smorf77626,29,0,0,sORFs,real,0.3563,6,226779,226868
smorf77680,68,0,0,sORFs,real,0.3137,6,241548,241754
smorf77686,49,0,0,sORFs,real,0.2721,6,245271,245420
smorf77688,37,17,1,sORFs,real,0.3874,6,245856,245969
smorf77692,42,0,0,sORFs,real,0.3175,6,248286,248414
smorf77719,81,0,0,sORFs,real,0.2881,6,256677,256922
smorf77723,27,0,0,sORFs,real,0.284,6,257844,257927
smorf77738,30,0,0,sORFs,real,0.3667,6,260001,260093
smorf77740,36,0,0,sORFs,real,0.2778,6,260304,260414
smorf77741,33,0,0,sORFs,real,0.404,6,260445,260546
smorf77756,46,0,0,sORFs,real,0.3261,6,262710,262850
smorf77760,38,0,0,sORFs,real,0.2456,6,263340,263456
smorf77772,38,0,0,sORFs,real,0.3596,6,265407,265523
smorf77773,32,0,0,sORFs,real,0.3229,6,265599,265697
smorf77777,50,0,0,sORFs,real,0.3267,6,266472,266624
smorf77778,49,0,0,sORFs,real,0.2449,6,266781,266930
smorf77785,28,0,0,sORFs,real,0.2619,6,268935,269021
smorf77790,39,18,1,sORFs,real,0.4017,6,269628,269747
smorf77795,32,0,0,sORFs,real,0.3646,6,268940,269038
smorf77799,36,0,0,sORFs,real,0.25,6,267866,267976
smorf778,55,0,0,sORFs,real,0.2545,1,216472,216639
smorf77800,32,0,0,sORFs,real,0.2292,6,267575,267673
smorf77802,27,0,0,sORFs,real,0.321,6,267365,267448
smorf77808,29,0,0,sORFs,real,0.3563,6,266384,266473
smorf77809,46,17,1,sORFs,real,0.413,6,266198,266338
smorf77812,35,0,0,sORFs,real,0.3048,6,265514,265621
smorf77821,36,0,0,sORFs,real,0.3333,6,263084,263194
smorf77825,27,18,1,sORFs,real,0.358,6,262430,262513
smorf77834,78,0,0,sORFs,real,0.3162,6,260129,260365
smorf77840,27,0,0,sORFs,real,0.2716,6,257945,258028
smorf77842,28,0,0,sORFs,real,0.2976,6,257009,257095
smorf77843,60,0,0,sORFs,real,0.2778,6,256769,256951
smorf77845,61,0,0,sORFs,real,0.2896,6,256019,256204
smorf77860,45,21,1,sORFs,real,0.3259,6,252392,252529
smorf77862,75,20,1,sORFs,real,0.3911,6,251957,252184
smorf77887,34,0,0,sORFs,real,0.3039,6,245378,245482
smorf77933,38,0,0,sORFs,real,0.3684,6,234128,234244
smorf77968,29,0,0,sORFs,real,0.2184,6,221522,221611
smorf78,79,0,0,sORFs,real,0.3291,1,19729,19968
smorf78009,52,0,0,sORFs,real,0.2756,6,213260,213418
smorf78025,26,0,0,sORFs,real,0.3077,6,210200,210280
smorf78040,58,0,0,sORFs,real,0.3448,6,207212,207388
smorf78046,29,0,0,sORFs,real,0.3103,6,205274,205363
smorf78075,74,0,0,sORFs,real,0.3378,6,196772,196996
smorf78077,35,0,0,sORFs,real,0.219,6,196238,196345
smorf78084,27,0,0,sORFs,real,0.4198,6,194321,194404
smorf7809,50,0,0,sORFs,real,0.3667,2,799942,800094
smorf78091,86,0,0,sORFs,real,0.2791,6,193190,193450
smorf78095,71,0,0,sORFs,real,0.2676,6,191903,192118
smorf78097,31,0,0,sORFs,real,0.3011,6,191678,191773
smorf7810,36,0,0,sORFs,real,0.287,2,800344,800454
smorf78128,46,20,1,sORFs,real,0.3406,6,184331,184471
smorf78131,44,0,0,sORFs,real,0.2955,6,182039,182173
smorf78135,28,0,0,sORFs,real,0.3929,6,181325,181411
smorf78139,57,19,1,sORFs,real,0.3158,6,176465,176638
smorf78149,34,0,0,sORFs,real,0.3627,6,169085,169189
smorf78150,46,0,0,sORFs,real,0.3551,6,168644,168784
smorf78176,34,0,0,sORFs,real,0.3431,6,161177,161281
smorf78180,40,0,0,sORFs,real,0.375,6,160313,160435
smorf78189,31,0,0,sORFs,real,0.3226,6,158819,158914
smorf78193,48,0,0,sORFs,real,0.3194,6,158252,158398
smorf78225,33,23,1,sORFs,real,0.3434,6,147110,147211
smorf78226,34,0,0,sORFs,real,0.3529,6,146987,147091
smorf78232,48,18,1,sORFs,real,0.3403,6,144182,144328
smorf78266,31,0,0,sORFs,real,0.4409,6,137738,137833
smorf78312,27,0,0,sORFs,real,0.2099,6,123203,123286
smorf78325,28,0,0,sORFs,real,0.2143,6,119177,119263
smorf78327,39,0,0,sORFs,real,0.265,6,118388,118507
smorf78358,39,0,0,sORFs,real,0.3419,6,106340,106459
smorf78366,27,19,1,sORFs,real,0.4198,6,103559,103642
smorf78380,34,0,0,sORFs,real,0.2157,6,101381,101485
smorf78381,28,0,0,sORFs,real,0.4405,6,101102,101188
smorf78387,42,0,0,sORFs,real,0.2619,6,98423,98551
smorf78389,44,17,1,sORFs,real,0.3409,6,97409,97543
smorf7840,32,0,0,sORFs,real,0.3542,2,805174,805272
smorf78414,61,18,1,sORFs,real,0.3115,6,82025,82210
smorf78426,31,0,0,sORFs,real,0.2903,6,76274,76369
smorf78428,69,22,1,sORFs,real,0.4589,6,68828,69037
smorf78473,65,0,0,sORFs,real,0.2564,6,58280,58477
smorf78493,73,17,1,sORFs,real,0.379,6,52880,53101
smorf78504,28,0,0,sORFs,real,0.25,6,49115,49201
smorf78507,50,0,0,sORFs,real,0.2933,6,48095,48247
smorf78508,40,0,0,sORFs,real,0.3667,6,47894,48016
smorf7853,32,0,0,sORFs,real,0.3229,2,810010,810108
smorf78533,31,0,0,sORFs,real,0.3548,6,43430,43525
smorf78536,42,0,0,sORFs,real,0.2857,6,42773,42901
smorf7854,42,0,0,sORFs,real,0.2222,2,810139,810267
smorf78546,86,45,2,sORFs,real,0.3837,6,38462,38722
smorf78552,78,23,1,sORFs,real,0.4145,6,36680,36916
smorf78563,62,0,0,sORFs,real,0.3118,6,29714,29902
smorf78574,35,0,0,sORFs,real,0.2476,6,27053,27160
smorf78575,29,0,0,sORFs,real,0.2989,6,26846,26935
smorf78578,33,0,0,sORFs,real,0.2323,6,26564,26665
smorf78579,26,0,0,sORFs,real,0.2821,6,26465,26545
smorf78583,27,0,0,sORFs,real,0.2469,6,25547,25630
smorf78584,43,0,0,sORFs,real,0.2248,6,25355,25486
smorf7860,34,0,0,sORFs,real,0.2843,2,812083,812187
smorf78612,45,0,0,sORFs,real,0.2815,6,20174,20311
smorf78614,37,0,0,sORFs,real,0.3604,6,19646,19759
smorf7863,29,0,0,sORFs,real,0.3103,2,812266,812355
smorf78634,58,0,0,sORFs,real,0.2759,6,15536,15712
smorf78640,47,0,0,sORFs,real,0.3404,6,12839,12982
smorf78644,27,0,0,sORFs,real,0.284,6,12272,12355
smorf78652,46,0,0,sORFs,real,0.2971,6,8873,9013
smorf78653,37,18,1,sORFs,real,0.3423,6,8399,8512
smorf7866,37,0,0,sORFs,real,0.4054,2,50,163
smorf78663,60,0,0,sORFs,real,0.3056,6,6137,6319
smorf78665,33,0,0,sORFs,real,0.303,6,5723,5824
smorf78673,39,0,0,sORFs,real,0.3162,6,5039,5158
smorf78677,26,0,0,sORFs,real,0.3846,6,4040,4120
smorf78692,39,17,1,sORFs,real,0.4188,6,269809,269928
smorf78698,55,0,0,sORFs,real,0.2848,6,266914,267081
smorf78704,29,0,0,sORFs,real,0.2759,6,265492,265581
smorf78709,59,0,0,sORFs,real,0.3785,6,263677,263856
smorf78717,40,0,0,sORFs,real,0.2167,6,261739,261861
smorf78726,26,0,0,sORFs,real,0.3333,6,260080,260160
smorf78728,28,0,0,sORFs,real,0.2976,6,259822,259908
smorf78734,29,0,0,sORFs,real,0.2414,6,258259,258348
smorf78736,38,0,0,sORFs,real,0.3421,6,257197,257313
smorf78740,50,0,0,sORFs,real,0.32,6,256234,256386
smorf78741,83,0,0,sORFs,real,0.2811,6,255973,256224
smorf78745,35,0,0,sORFs,real,0.2952,6,252112,252219
smorf78746,41,0,0,sORFs,real,0.3659,6,251875,252000
smorf78760,26,0,0,sORFs,real,0.2821,6,248068,248148
smorf7881,28,0,0,sORFs,real,0.2857,2,6137,6223
smorf78816,36,0,0,sORFs,real,0.2685,6,229339,229449
smorf78818,59,0,0,sORFs,real,0.339,6,226762,226941
smorf7882,28,0,0,sORFs,real,0.2857,2,6242,6328
smorf78828,78,19,1,sORFs,real,0.2308,6,224761,224997
smorf78833,47,0,0,sORFs,real,0.2766,6,221716,221859
smorf78834,39,0,0,sORFs,real,0.2479,6,221536,221655
smorf7884,63,0,0,sORFs,real,0.3016,2,6728,6919
smorf7887,51,21,1,sORFs,real,0.2876,2,7253,7408
smorf78874,26,0,0,sORFs,real,0.2564,6,210070,210150
smorf78878,57,0,0,sORFs,real,0.3392,6,208156,208329
smorf78881,62,23,1,sORFs,real,0.3978,6,207406,207594
smorf78885,31,0,0,sORFs,real,0.3118,6,206557,206652
smorf7890,41,20,1,sORFs,real,0.3089,2,7928,8053
smorf78903,64,0,0,sORFs,real,0.3229,6,198985,199179
smorf78940,26,0,0,sORFs,real,0.2564,6,191830,191910
smorf78941,31,0,0,sORFs,real,0.2903,6,191632,191727
smorf7897,45,0,0,sORFs,real,0.3037,2,9785,9922
smorf78988,40,0,0,sORFs,real,0.225,6,176635,176757
smorf7899,38,0,0,sORFs,real,0.3246,2,10577,10693
smorf79,32,0,0,sORFs,real,0.3333,1,20428,20526
smorf79027,33,0,0,sORFs,real,0.2424,6,169630,169731
smorf79028,37,16,1,sORFs,real,0.3514,6,169402,169515
smorf79029,37,0,0,sORFs,real,0.3964,6,169147,169260
smorf79044,35,0,0,sORFs,real,0.2952,6,166465,166572
smorf79065,27,0,0,sORFs,real,0.358,6,161158,161241
smorf79077,26,0,0,sORFs,real,0.4359,6,158425,158505
smorf79079,39,0,0,sORFs,real,0.3162,6,158095,158214
smorf79116,28,0,0,sORFs,real,0.25,6,148705,148791
smorf79117,29,18,1,sORFs,real,0.5057,6,148417,148506
smorf79136,36,21,1,sORFs,real,0.3889,6,144364,144474
smorf79165,37,0,0,sORFs,real,0.4144,6,137698,137811
smorf79208,46,0,0,sORFs,real,0.3913,6,130219,130359
smorf79262,30,22,1,sORFs,real,0.4889,6,114850,114942
smorf79263,30,0,0,sORFs,real,0.3111,6,114700,114792
smorf79266,48,0,0,sORFs,real,0.2847,6,111442,111588
smorf79272,27,0,0,sORFs,real,0.2716,6,110158,110241
smorf79295,41,20,1,sORFs,real,0.4472,6,107197,107322
smorf79302,28,0,0,sORFs,real,0.3452,6,103372,103458
smorf79306,67,0,0,sORFs,real,0.2388,6,101326,101529
smorf79309,65,0,0,sORFs,real,0.359,6,100699,100896
smorf79317,91,0,0,sORFs,real,0.293,6,97795,98070
smorf79397,29,0,0,sORFs,real,0.3793,6,82210,82299
smorf794,85,0,0,sORFs,real,0.2863,1,221704,221961
smorf79422,55,0,0,sORFs,real,0.2606,6,76702,76869
smorf79424,44,0,0,sORFs,real,0.2045,6,76336,76470
smorf79425,26,0,0,sORFs,real,0.1923,6,76135,76215
smorf79428,30,0,0,sORFs,real,0.3778,6,74722,74814
smorf79464,26,19,1,sORFs,real,0.5128,6,68920,69000
smorf79498,75,0,0,sORFs,real,0.36,6,56224,56451
smorf795,49,19,1,sORFs,real,0.2857,1,222076,222225
smorf79502,136,0,0,sORFs,real,0.3382,6,52585,52995
smorf7951,28,0,0,sORFs,real,0.369,2,23627,23713
smorf79512,41,0,0,sORFs,real,0.4309,6,51004,51129
smorf7953,34,0,0,sORFs,real,0.2941,2,24881,24985
smorf79533,46,0,0,sORFs,real,0.471,6,44407,44547
smorf79540,41,22,1,sORFs,real,0.4472,6,42646,42771
smorf79567,59,25,1,sORFs,real,0.3672,6,38509,38688
smorf79578,50,0,0,sORFs,real,0.3067,6,36352,36504
smorf79602,43,0,0,sORFs,real,0.3643,6,33016,33147
smorf79603,75,0,0,sORFs,real,0.2533,6,32539,32766
smorf79604,47,0,0,sORFs,real,0.2695,6,32158,32301
smorf79606,33,0,0,sORFs,real,0.3333,6,31627,31728
smorf79607,54,0,0,sORFs,real,0.284,6,31396,31560
smorf79616,58,0,0,sORFs,real,0.3218,6,28093,28269
smorf79618,42,0,0,sORFs,real,0.381,6,27709,27837
smorf79622,43,0,0,sORFs,real,0.2481,6,26506,26637
smorf79627,62,0,0,sORFs,real,0.3172,6,25684,25872
smorf79642,76,0,0,sORFs,real,0.2982,6,20095,20325
smorf79645,46,0,0,sORFs,real,0.413,6,19075,19215
smorf79659,30,0,0,sORFs,real,0.2444,6,15976,16068
smorf79670,83,48,2,sORFs,real,0.3173,6,11299,11550
smorf79684,35,0,0,sORFs,real,0.2857,6,9487,9594
smorf79686,26,0,0,sORFs,real,0.3846,6,9265,9345
smorf7969,57,0,0,sORFs,real,0.3743,2,29189,29362
smorf79692,34,0,0,sORFs,real,0.3824,6,8377,8481
smorf79696,32,0,0,sORFs,real,0.3125,6,7792,7890
smorf79705,75,20,1,sORFs,real,0.3156,6,5806,6033
smorf79725,175,24,1,sORFs,real,0.1905,6,775,1302
smorf79731,31,0,0,sORFs,real,0.3011,6,269934,270029
smorf79736,27,19,1,sORFs,real,0.4074,6,268632,268715
smorf79742,32,0,0,sORFs,real,0.3646,6,267645,267743
smorf79745,40,0,0,sORFs,real,0.3333,6,267270,267392
smorf79746,59,0,0,sORFs,real,0.2486,6,266991,267170
smorf79747,29,0,0,sORFs,real,0.3218,6,266583,266672
smorf79754,37,0,0,sORFs,real,0.2613,6,265344,265457
smorf79767,28,20,1,sORFs,real,0.4048,6,262998,263084
smorf79768,27,0,0,sORFs,real,0.284,6,262788,262871
smorf79776,37,0,0,sORFs,real,0.2883,6,260565,260678
smorf79778,45,0,0,sORFs,real,0.3037,6,259893,260030
smorf79788,28,0,0,sORFs,real,0.3214,6,258069,258155
smorf79791,40,0,0,sORFs,real,0.325,6,255243,255365
smorf799,56,0,0,sORFs,real,0.2679,1,223258,223428
smorf79904,48,0,0,sORFs,real,0.3125,6,227184,227330
smorf79914,31,0,0,sORFs,real,0.2366,6,220107,220202
smorf79920,63,0,0,sORFs,real,0.2963,6,213060,213251
smorf79922,35,0,0,sORFs,real,0.3238,6,212859,212966
smorf79931,49,0,0,sORFs,real,0.3605,6,210777,210926
smorf7994,46,0,0,sORFs,real,0.2754,2,38708,38848
smorf79943,36,20,1,sORFs,real,0.2963,6,205509,205619
smorf79973,32,19,1,sORFs,real,0.4479,6,199434,199532
smorf79996,32,0,0,sORFs,real,0.3333,6,193974,194072
smorf79998,76,0,0,sORFs,real,0.2851,6,193248,193478
smorf80004,40,0,0,sORFs,real,0.3083,6,191262,191384
smorf80030,63,19,1,sORFs,real,0.3333,6,184323,184514
smorf80034,29,0,0,sORFs,real,0.3103,6,182955,183044
smorf80035,76,0,0,sORFs,real,0.3289,6,181992,182222
smorf80039,29,0,0,sORFs,real,0.2759,6,181449,181538
smorf80094,30,0,0,sORFs,real,0.2444,6,169905,169997
smorf80096,59,0,0,sORFs,real,0.322,6,169503,169682
smorf80097,43,0,0,sORFs,real,0.3333,6,169287,169418
smorf80106,40,0,0,sORFs,real,0.3417,6,166569,166691
smorf80113,30,0,0,sORFs,real,0.2556,6,164781,164873
smorf80132,73,23,1,sORFs,real,0.3653,6,158400,158621
smorf80152,86,20,1,sORFs,real,0.4109,6,154074,154334
smorf80157,37,0,0,sORFs,real,0.3063,6,152508,152621
smorf80166,53,0,0,sORFs,real,0.3899,6,149955,150116
smorf80180,37,0,0,sORFs,real,0.3153,6,144144,144257
smorf80210,45,19,1,sORFs,real,0.4074,6,137760,137897
smorf80238,43,0,0,sORFs,real,0.4264,6,130185,130316
smorf80282,87,0,0,sORFs,real,0.3602,6,119121,119384
smorf80283,37,0,0,sORFs,real,0.2703,6,118854,118967
smorf80302,33,0,0,sORFs,real,0.303,6,114642,114743
smorf80304,37,20,1,sORFs,real,0.4054,6,114045,114158
smorf80310,96,50,2,sORFs,real,0.3333,6,112257,112547
smorf80315,34,0,0,sORFs,real,0.3137,6,111435,111539
smorf80316,35,0,0,sORFs,real,0.3714,6,111285,111392
smorf80320,39,0,0,sORFs,real,0.3248,6,110382,110501
smorf80326,34,0,0,sORFs,real,0.3824,6,106326,106430
smorf80327,29,0,0,sORFs,real,0.1609,6,106233,106322
smorf80344,36,0,0,sORFs,real,0.25,6,99759,99869
smorf80347,29,0,0,sORFs,real,0.3103,6,98871,98960
smorf80349,26,0,0,sORFs,real,0.3974,6,98538,98618
smorf8035,49,0,0,sORFs,real,0.2925,2,45182,45331
smorf80351,47,21,1,sORFs,real,0.3475,6,97878,98021
smorf804,63,0,0,sORFs,real,0.2963,1,224236,224427
smorf80402,57,0,0,sORFs,real,0.2456,6,76515,76688
smorf80405,42,24,1,sORFs,real,0.4603,6,74739,74867
smorf80465,31,0,0,sORFs,real,0.4301,6,56253,56348
smorf80471,26,0,0,sORFs,real,0.4231,6,53160,53240
smorf80481,39,0,0,sORFs,real,0.4359,6,50934,51053
smorf80490,40,0,0,sORFs,real,0.1833,6,48426,48548
smorf80493,41,0,0,sORFs,real,0.3333,6,47787,47912
smorf80495,30,0,0,sORFs,real,0.4667,6,43509,43601
smorf80496,40,21,1,sORFs,real,0.3083,6,43365,43487
smorf805,60,0,0,sORFs,real,0.2556,1,224515,224697
smorf80503,46,22,1,sORFs,real,0.3551,6,40290,40430
smorf80524,30,0,0,sORFs,real,0.2667,6,32262,32354
smorf80525,48,0,0,sORFs,real,0.3333,6,31977,32123
smorf80538,33,0,0,sORFs,real,0.3232,6,29601,29702
smorf80543,38,0,0,sORFs,real,0.307,6,28221,28337
smorf80546,33,0,0,sORFs,real,0.2727,6,27099,27200
smorf80564,36,0,0,sORFs,real,0.3519,6,23202,23312
smorf80570,63,0,0,sORFs,real,0.3333,6,19911,20102
smorf80573,49,0,0,sORFs,real,0.3197,6,18711,18860
smorf80583,31,0,0,sORFs,real,0.2796,6,15879,15974
smorf80590,31,0,0,sORFs,real,0.4086,6,12747,12842
smorf80593,31,0,0,sORFs,real,0.2903,6,12408,12503
smorf80633,27,0,0,sORFs,real,0.2716,7,418,501
smorf80641,29,0,0,sORFs,real,0.3333,7,1609,1698
smorf80646,47,0,0,sORFs,real,0.3901,7,2131,2274
smorf80657,69,34,2,sORFs,real,0.3382,7,4663,4872
smorf80665,49,23,1,sORFs,real,0.4694,7,6154,6303
smorf80670,26,0,0,sORFs,real,0.3718,7,7825,7905
smorf80673,26,0,0,sORFs,real,0.3205,7,9490,9570
smorf80676,46,19,1,sORFs,real,0.3696,7,9748,9888
smorf80677,38,0,0,sORFs,real,0.4649,7,10207,10323
smorf80683,43,0,0,sORFs,real,0.2946,7,11977,12108
smorf807,42,0,0,sORFs,real,0.3651,1,226891,227019
smorf80709,29,0,0,sORFs,real,0.4483,7,16402,16491
smorf80711,39,0,0,sORFs,real,0.4786,7,16768,16887
smorf80716,29,0,0,sORFs,real,0.3678,7,18079,18168
smorf80722,29,0,0,sORFs,real,0.2069,7,20395,20484
smorf80746,36,0,0,sORFs,real,0.2778,7,27895,28005
smorf80768,28,0,0,sORFs,real,0.2976,7,35479,35565
smorf80769,26,0,0,sORFs,real,0.2692,7,36796,36876
smorf80775,46,0,0,sORFs,real,0.3406,7,37588,37728
smorf80786,64,20,1,sORFs,real,0.3646,7,41290,41484
smorf80791,28,0,0,sORFs,real,0.3095,7,45301,45387
smorf80797,61,0,0,sORFs,real,0.3115,7,53527,53712
smorf80811,43,0,0,sORFs,real,0.3256,7,58963,59094
smorf80839,29,0,0,sORFs,real,0.3678,7,67252,67341
smorf80846,46,20,1,sORFs,real,0.3333,7,69331,69471
smorf80858,31,0,0,sORFs,real,0.2796,7,73225,73320
smorf80862,56,0,0,sORFs,real,0.3631,7,74359,74529
smorf80867,33,0,0,sORFs,real,0.2121,7,75685,75786
smorf8087,44,0,0,sORFs,real,0.3182,2,60374,60508
