"","orf_name","quality","protogene","barflex_space","overexpression_relative_fitness","overexpression_competitive_fitness","expr_level","Length","percent_disorder","overlap","loss_fitness","no_helices_TMHMM","no_helices_PHOBIUS","GC","percent_phobius","percent_tmhmm","strain_goodalign","strained_conserved_orf","strain_pi"
"5581","YOR152C","Uncharacterized","Established ORFs","yes","decreased",0.773,1.08687703244969,771,0.289062,0,0.9945,2,0,0.357,0,0.1781640625,2014,2011,0.0030865
"5582","YOR153W","Verified","Established ORFs","yes","decreased",-0.824,3.95515912030528,4536,0.203177,0,1.013,14,13,0.397,0.178027796161482,0.199238914626075,1902,1867,0.00509502
"5583","YOR154W","Uncharacterized","Established ORFs","yes","unchanged",0.361,2.75257732315229,1764,0.540034,0,0.995,2,2,0.379,0.0562180579216354,0.0619250425894378,2008,2007,0.00289031
"5584","YOR155C","Verified","Established ORFs","yes","unchanged",-0.444,2.45907588975348,1353,0.18,0,0.974,0,0,0.41,0,0.000288888888888889,2002,1991,0.00277706
"5585","YOR156C","Verified","Established ORFs","yes","decreased",-3.958,0.231905056982782,2181,0.53719,0,0.991,0,0,0.397,0,0.000234159779614325,1926,1909,0.00287324
"5586","YOR157C","Verified","Established ORFs","no",NA,NA,2.87475037699321,786,0.149425,0,0.7027,0,0,0.436,0,0.00199233716475096,1998,1998,0.00338747
"5587","YOR158W","Verified","Established ORFs","yes","unchanged",0.516,2.54803793122809,957,0.679245,0,NA,0,0,0.367,0,0,1986,1984,0.00355913
"5588","YOR159C","Verified","Established ORFs","yes","unchanged",0.542,3.62806731471718,285,0.255319,0,NA,0,0,0.411,0,0.000851063829787234,2014,2014,0.00384117
"5589","YOR160W","Verified","Established ORFs","yes","decreased",-0.889,1.28176683176596,2919,0.0946502,0,NA,0,0,0.367,0,0.00146090534979424,1986,1984,0.00296376
"5590","YOR161C","Verified","Established ORFs","yes","unchanged",0.356,2.00120969341026,1620,0.217069,1,0.99,10,12,0.447,0.450834879406308,0.427012987012987,1928,1925,0.00382663
"5591","YOR161C-C","Uncharacterized","Emerging ORFs","no",NA,NA,-2.67364877438488,147,0.354167,0,NA,1,0,0.479,0,0.344375,1558,1404,0.0116056
"5592","YOR162C","Verified","Established ORFs","no",NA,NA,0.836814530372358,2433,0.344444,0,1.012,0,3,0.378,0.0765432098765432,0.0613703703703704,1968,1964,0.00708477
"5593","YOR163W","Verified","Established ORFs","yes","unchanged",0.236,2.98648969218706,567,0.510638,0,1.0205,0,0,0.426,0,5.31914893617021e-05,2008,2008,0.00254758
"5594","YOR164C","Verified","Established ORFs","no",NA,NA,3.96039403415354,939,0.099359,0,1.0135,0,0,0.351,0,6.41025641025641e-05,2014,2013,0.00241782
"5595","YOR165W","Verified","Established ORFs","yes","unchanged",-0.177,2.25108125012693,2331,0.203608,0,0.9825,2,2,0.37,0.047680412371134,0.046159793814433,1986,1984,0.00396234
"5596","YOR166C","Uncharacterized","Established ORFs","yes","decreased",-0.716,2.86909137258659,1377,0.362445,0,1.0125,0,0,0.357,0,0.000305676855895197,1994,1994,0.00426904
"5597","YOR167C","Verified","Established ORFs","no",NA,NA,6.62385803502221,204,0.432836,0,0.9865,0,0,0.453,0,0,2022,2022,0.00165013
"5598","YOR168W","Verified","Established ORFs","yes","decreased",0.343,3.9740583963476,2430,0.348578,1,0.7337,0,0,0.378,0,4.94437577255871e-05,1996,1996,0.00253605
"5599","YOR169C","Dubious","Emerging ORFs","no",NA,NA,0.245296355955343,465,0.0519481,1,NA,0,0,0.327,0,0.0122077922077922,2006,1923,0.00398573
"5600","YOR170W","Dubious","Emerging ORFs","no",NA,NA,-0.0877389143080067,306,0.29703,1,1.0265,0,0,0.31,0,0.0193069306930693,2012,1900,0.00208
"5601","YOR171C","Verified","Established ORFs","yes","unchanged",0.026,2.47939146909989,1875,0.383013,1,0.998,0,0,0.385,0,0,1982,1971,0.00483325
"5602","YOR172W","Verified","Established ORFs","yes","decreased",-0.311,1.30073647275824,2361,0.314249,0,1.0085,0,7,0.38,0.169211195928753,0.0349236641221374,1944,1795,0.00537874
"5603","YOR173W","Verified","Established ORFs","no",NA,NA,-0.0314906670913708,1062,0.184136,0,0.997,0,0,0.413,0,0,2008,2008,0.00406663
"5604","YOR174W","Verified","Established ORFs","yes","unchanged",-0.388,3.33978286462728,855,0.542253,0,0.4157,0,0,0.406,0,0,2012,2012,0.00161024
"5605","YOR175C","Verified","Established ORFs","no",NA,NA,3.59467865871511,1860,0.292407,0,0.988,7,9,0.373,0.276252019386107,0.24686591276252,1992,1988,0.00269105
"5606","YOR176W","Verified","Established ORFs","yes","decreased",-0.026,3.01317918715771,1182,0.185751,0,NA,0,0,0.413,0,0,2008,2005,0.00185274
"5607","YOR177C","Verified","Established ORFs","yes","unchanged",-0.065,-0.197232169529709,1395,0.831897,0,0.9775,0,0,0.362,0,0,1944,1920,0.0032662
"5608","YOR178C","Verified","Established ORFs","yes","decreased",-0.775,-2.5133061243097,2382,0.750315,0,0.9895,0,0,0.378,0,0,1556,1511,0.00552021
"5609","YOR179C","Verified","Established ORFs","no",NA,NA,2.66840806582977,567,0.351064,0,0.9855,0,0,0.394,0,0.000425531914893617,1990,1990,0.00864718
"5610","YOR180C","Verified","Established ORFs","yes","unchanged",-0.13,1.85144247138923,816,0.265683,0,0.99,0,0,0.38,0,0.0414760147601476,2006,2003,0.00458025
"5611","YOR181W","Verified","Established ORFs","yes","increased",1.123,0.154436353304419,1902,0.813586,0,0.6653,0,0,0.473,0,1.57977883096367e-05,1914,1913,0.0054231
"5612","YOR182C","Verified","Established ORFs","no",NA,NA,5.45873408795394,603,1,0,0.698,0,0,0.413,0,0,1828,0,0.00603113
"5613","YOR183W","Uncharacterized","Emerging ORFs","yes","increased",NA,0.311154428636923,390,0.55814,0,0.738,1,1,0.408,0.147286821705426,0.15031007751938,796,693,0.00953383
"5614","YOR184W","Verified","Established ORFs","yes","unchanged",0.017,4.94177098577328,1188,0.179747,0,0.8815,0,0,0.408,0,0.000683544303797468,1986,1986,0.00315294
"5615","YOR185C","Verified","Established ORFs","yes","unchanged",0.786,1.35943690695001,663,0.240909,0,1.0185,0,0,0.405,0,0.000181818181818182,2008,2001,0.00151052
"5616","YOR186W","Uncharacterized","Established ORFs","yes","unchanged",-0.098,-0.131248286609954,435,0.354167,1,0.9905,1,1,0.433,0.152777777777778,0.157152777777778,2016,1976,0.00650371
"5617","YOR187W","Verified","Established ORFs","no",NA,NA,3.42449064163145,1314,0.199085,0,NA,0,0,0.42,0,2.2883295194508e-05,1998,1998,0.00229046
"5618","YOR188W","Verified","Established ORFs","yes","decreased",-3.444,0.927032828406057,3414,0.719437,0,0.986,0,0,0.394,0,0,1970,1926,0.00241435
"5619","YOR189W","Verified","Established ORFs","yes","unchanged",0.214,3.32200986376513,351,0.767241,0,0.944,0,0,0.414,0,0,2010,2003,0.00213197
"5620","YOR190W","Verified","Established ORFs","no",NA,NA,0.312618557741813,1338,0.0853933,0,1.036,0,0,0.384,0,4.49438202247191e-05,1998,1991,0.0028073
"5621","YOR191W","Verified","Established ORFs","no",NA,NA,0.810485672977179,4860,0.537369,0,1.007,0,0,0.384,0,1.23533045089561e-05,1954,1951,0.00401077
"5622","YOR192C","Verified","Established ORFs","yes","unchanged",NA,-0.263965545834465,1800,0.190317,0,1.0075,10,10,0.411,0.347245409015025,0.381903171953255,1854,1544,0.00541542
"5623","YOR192C-C","Uncharacterized","Established ORFs","no",NA,NA,-2.12863178587061,237,0.474359,0,NA,0,0,0.312,0,0,26,26,0.0139729
"5624","YOR193W","Verified","Established ORFs","no",NA,NA,1.60422434538121,1131,0.335106,0,0.9885,0,0,0.324,0,0.00151595744680851,1974,1971,0.0047527
"5625","YOR194C","Verified","Established ORFs","yes","unchanged",0.349,3.28139981820656,861,0.618881,0,0.6351,0,0,0.393,0,0,2000,2000,0.00290854
"5626","YOR195W","Verified","Established ORFs","yes","decreased",NA,1.79541943005954,2466,0.968331,0,1.0365,0,0,0.327,0,0,1988,1986,0.00449145
"5627","YOR196C","Verified","Established ORFs","yes","decreased",0.883,3.07491307142843,1245,0.352657,0,0.679,0,0,0.412,0,4.83091787439614e-05,1996,1990,0.0037546
"5628","YOR197W","Verified","Established ORFs","no",NA,0.024,2.4046903159312,1299,0.479167,0,1.0055,0,0,0.424,0,4.62962962962963e-05,1964,1950,0.00343303
"5629","YOR198C","Verified","Established ORFs","yes","unchanged",-0.877,2.84281416712928,1413,0.853191,0,NA,0,0,0.377,0,0,2010,2008,0.00145524
"5630","YOR199W","Dubious","Emerging ORFs","no",NA,NA,-0.450985623409974,330,0.321101,1,NA,1,1,0.343,0.174311926605505,0.199724770642202,1602,553,0.0036385
"5631","YOR201C","Verified","Established ORFs","yes","decreased",-0.91,3.23147610684394,1239,0.291262,1,NA,0,0,0.434,0,7.28155339805825e-05,1990,1990,0.0042631
"5632","YOR202W","Verified","Established ORFs","yes","unchanged",0.57,2.9353451235389,663,0.213636,1,NA,0,0,0.491,0,4.54545454545455e-05,2002,1988,0.00361401
"5633","YOR203W","Dubious","Emerging ORFs","no",NA,NA,2.72418598301161,354,0.324786,1,NA,0,1,0.359,0.162393162393162,0.154957264957265,1942,1842,0.0057222
"5634","YOR204W","Verified","Established ORFs","yes","decreased",-0.864,2.6658383522929,1815,0.43543,1,0.511133333333333,0,0,0.461,0,6.62251655629139e-05,1954,1954,0.00181803
"5635","YOR205C","Uncharacterized","Established ORFs","no",NA,NA,1.5295285292058,1671,0.307554,0,NA,0,0,0.381,0,0.000143884892086331,2000,1998,0.00323669
"5636","YOR206W","Verified","Established ORFs","yes","decreased",NA,3.35200713747138,2133,0.480282,0,NA,0,0,0.362,0,0.000338028169014085,2004,2002,0.00275377
"5637","YOR207C","Verified","Established ORFs","yes","decreased",NA,2.09260452820612,3450,0.148825,0,NA,0,0,0.372,0,0.000704960835509138,1990,1990,0.00230562
"5638","YOR208W","Verified","Established ORFs","yes","unchanged",-1.337,0.786637523647284,2253,0.449333,0,1.0255,0,0,0.351,0,0.000573333333333333,1972,1960,0.00299378
"5639","YOR209C","Verified","Established ORFs","yes","unchanged",-0.283,3.60956564739421,1290,0.242424,0,1.002,0,0,0.381,0,2.33100233100233e-05,1982,1981,0.00333143
"5640","YOR210W","Verified","Established ORFs","yes","unchanged",-0.145,4.6142488499213,213,0.2,0,NA,0,0,0.367,0,0,2020,2020,0.00105479
"5641","YOR211C","Verified","Established ORFs","no",NA,-0.89,1.55477051109179,2646,0.355278,0,NA,0,0,0.375,0,0.00300794551645857,1988,1815,0.00206508
"5642","YOR212W","Verified","Established ORFs","yes","decreased",-2.979,3.48697744534104,1272,0.36643,0,NA,0,0,0.396,0,2.36406619385343e-05,2010,2010,0.00271014
"5643","YOR213C","Verified","Established ORFs","yes","unchanged",-0.599,2.96645793085,747,0.201613,0,1.061,0,0,0.395,0,0,2002,2002,0.00787009
"5644","YOR214C","Uncharacterized","Established ORFs","no",NA,NA,-0.167235919375914,711,0.432203,0,1.0295,0,1,0.376,0.0720338983050847,0.123432203389831,2000,1953,0.00451798
"5645","YOR215C","Uncharacterized","Established ORFs","yes","unchanged",-0.027,3.21583119468198,558,0.67027,0,1.0425,0,0,0.384,0,0.000324324324324324,2012,2005,0.00429113
"5646","YOR216C","Verified","Established ORFs","yes","decreased",-0.57,2.51842201579248,1455,0.921488,0,0.9785,0,0,0.379,0,0,2002,2002,0.00689992
"5647","YOR217W","Verified","Established ORFs","yes","decreased",NA,2.31963884755987,2586,0.433217,1,NA,0,0,0.396,0,1.16144018583043e-05,1990,1987,0.00344095
"5648","YOR219C","Verified","Established ORFs","yes","decreased",NA,1.41196210786847,2796,0.232009,0,1.033,1,1,0.38,0.0204081632653061,0.0230504833512352,1980,1955,0.00467716
"5649","YOR220W","Uncharacterized","Established ORFs","yes","unchanged",-0.111,3.17429678147023,798,0.743396,0,0.9795,0,0,0.396,0,3.77358490566038e-05,1988,1954,0.00258673
"5650","YOR221C","Verified","Established ORFs","no",NA,NA,1.90657514365664,1083,0.258333,0,0.707,0,0,0.389,0,5.55555555555556e-05,2000,2000,0.00359459
"5651","YOR222W","Verified","Established ORFs","yes","unchanged",-0.403,3.64685882485132,924,0.0814332,0,1.009,0,2,0.428,0.136807817589577,0.142833876221498,2006,2004,0.00321408
"5652","YOR223W","Uncharacterized","Established ORFs","yes","unchanged",0.189,1.90657514365664,879,0.452055,0,1.016,2,2,0.458,0.11986301369863,0.117465753424658,2000,2000,0.00521571
"5653","YOR224C","Verified","Established ORFs","yes","unchanged",0.34,4.41753855567524,441,0.280822,0,0.7992,0,0,0.425,0,0.00136986301369863,2020,2020,0.000583307
"5654","YOR225W","Dubious","Emerging ORFs","no",NA,NA,-0.41703174447963,330,0.302752,1,0.9965,1,1,0.346,0.238532110091743,0.234587155963303,2006,654,0.00326873
"5655","YOR226C","Verified","Established ORFs","yes","unchanged",0.331,3.18655922339166,471,0.141026,1,1.0035,0,0,0.479,0,0.000128205128205128,2004,2004,0.00396734
"5656","YOR227W","Verified","Established ORFs","yes","decreased",-4.845,0.75659135311648,3741,0.613965,0,1.011,0,0,0.388,0,0,1944,1934,0.00642611
"5657","YOR228C","Verified","Established ORFs","yes","unchanged",-0.492,1.60683452656399,909,0.268212,0,0.986,5,5,0.426,0.33112582781457,0.332582781456954,2002,1994,0.00439512
"5658","YOR229W","Verified","Established ORFs","yes","unchanged",NA,2.14698336089947,1404,0.394004,0,1.015,0,0,0.459,0,2.14132762312634e-05,1000,707,0.00369889
"5659","YOR230W","Verified","Established ORFs","yes","unchanged",-0.33,3.194706075561,1314,0.304348,0,1.0145,0,0,0.43,0,0,2006,1995,0.00317778
"5660","YOR231W","Verified","Established ORFs","no",NA,NA,1.97435876522668,1527,0.507874,1,0.9895,0,0,0.4,0,0,2000,2000,0.00324188
"5661","YOR232W","Verified","Established ORFs","yes","decreased",0.101,4.24254902687182,687,0.732456,0,0.7122,0,0,0.383,0,0,2010,2008,0.00392814
"5662","YOR233W","Verified","Established ORFs","no",NA,NA,2.53971044182867,2403,0.6075,0,0.904,0,0,0.41,0,0.00075,1982,1971,0.00460447
"5663","YOR234C","Verified","Established ORFs","no",NA,NA,5.68375662244719,851,0.271028,0,NA,0,0,0.424,0,9.34579439252336e-05,1958,0,0.00638652
"5664","YOR235W","Dubious","Emerging ORFs","no",NA,NA,0.059211859631846,315,0.173077,0,0.738,1,1,0.359,0.211538461538462,0.213173076923077,1824,1642,0.0118125
"5665","YOR236W","Verified","Established ORFs","yes","unchanged",0.058,2.46283144213614,636,0.388626,0,0.1851,0,0,0.414,0,0.00151658767772512,2010,2009,0.00297122
"5666","YOR237W","Verified","Established ORFs","no",NA,NA,1.45137960777582,1305,0.490783,0,1.0455,0,0,0.39,0,6.91244239631336e-05,1994,1970,0.0034066
"5667","YOR238W","Uncharacterized","Established ORFs","yes","decreased",-0.497,2.53915806461992,912,0.240924,0,1.0195,0,0,0.366,0,0,2008,2006,0.0016822
"5668","YOR239W","Verified","Established ORFs","no",NA,NA,2.73573021687552,1888,0.613057,0,1.0425,0,0,0.39,0,1.59235668789809e-05,1924,0,0.00429973
"5669","YOR241W","Verified","Established ORFs","no",NA,NA,3.32197378287177,1647,0.164234,0,NA,1,1,0.385,0.0328467153284672,0.0311313868613139,1992,1181,0.00333079
"5670","YOR242C","Verified","Established ORFs","no",NA,NA,-0.0356271776431512,1116,0.358491,0,1.0065,0,0,0.342,0,0.000134770889487871,2008,2007,0.00311951
"5671","YOR243C","Verified","Established ORFs","yes","decreased",NA,3.099867038286,2031,0.346154,0,0.9785,0,0,0.382,0,4.43786982248521e-05,2000,1999,0.00258338
"5672","YOR244W","Verified","Established ORFs","yes","unchanged",1.448,3.04104019125853,1338,0.323595,0,0.8156,0,0,0.366,0,0,2010,2009,0.00178749
"5673","YOR245C","Verified","Established ORFs","no",NA,NA,2.4770424747312,1257,0.196172,0,1.011,1,1,0.379,0.069377990430622,0.0605023923444976,2002,1989,0.0031057
"5674","YOR246C","Uncharacterized","Established ORFs","yes","unchanged",0.424,4.09916625250131,993,0.178788,0,0.996,1,2,0.456,0.118181818181818,0.136060606060606,2006,2004,0.00356448
"5675","YOR247W","Verified","Established ORFs","yes","unchanged",0.242,3.71547269838346,633,0.909524,1,1.0475,0,0,0.475,0,0.0374285714285714,1998,1997,0.00258018
"5676","YOR249C","Verified","Established ORFs","yes","decreased",0.544,2.15686543864464,2058,0.182482,0,0.6167,0,0,0.346,0,0.00274452554744526,2006,2005,0.00368192
"5677","YOR250C","Verified","Established ORFs","yes","unchanged",-1.32,1.55856558206034,1338,0.0674157,0,0.4697,0,0,0.4,0,4.49438202247191e-05,2002,2002,0.0028977
"5678","YOR251C","Uncharacterized","Established ORFs","yes","unchanged",0.46,3.10108278916182,915,0.375,0,0.98,0,0,0.424,0,0,2008,2008,0.00256316
"5679","YOR252W","Verified","Established ORFs","yes","unchanged",-0.286,2.74457497578458,537,0.617977,0,0.9515,0,0,0.39,0,5.61797752808989e-05,2008,2006,0.00300003
"5680","YOR253W","Verified","Established ORFs","yes","unchanged",0.661,4.03680372232545,531,0.159091,0,1,0,0,0.377,0,0.00136363636363636,1916,1914,0.00504168
"5681","YOR254C","Verified","Established ORFs","no",NA,NA,3.83403984210306,1992,0.304676,0,0.5241,3,3,0.369,0.0829562594268477,0.0994419306184012,1994,1993,0.00436798
"5682","YOR255W","Verified","Established ORFs","yes","unchanged",0.407,-0.975510091534126,837,0.510791,0,1.019,0,0,0.379,0,0.000143884892086331,1980,1797,0.00742987
"5683","YOR256C","Verified","Established ORFs","yes","decreased",-0.489,1.95557755445745,2430,0.307787,0,NA,1,1,0.37,0.0247218788627936,0.0268974042027194,1996,1981,0.00443862
"5684","YOR257W","Verified","Established ORFs","yes","unchanged",-0.376,2.93545134266906,486,0.322981,0,NA,0,0,0.379,0,0,2012,2012,0.00127812
"5685","YOR258W","Verified","Established ORFs","yes","unchanged",0.262,2.55108445157056,654,0.253456,0,NA,0,0,0.352,0,0.00110599078341014,2006,2000,0.00399498
"5686","YOR259C","Verified","Established ORFs","no",NA,NA,3.99450581056405,1314,0.363844,0,0.768,0,0,0.411,0,0.000297482837528604,2012,2012,0.00157004
"5687","YOR260W","Verified","Established ORFs","yes","decreased",0.263,2.61197973235148,1737,0.391003,0,0.7136,0,0,0.388,0,3.46020761245675e-05,1992,1992,0.0037012
"5688","YOR261C","Verified","Established ORFs","yes","unchanged",-0.258,4.24394203477298,1017,0.254438,0,NA,0,0,0.354,0,2.9585798816568e-05,1976,1976,0.00521317
"5689","YOR262W","Uncharacterized","Established ORFs","yes","unchanged",0.051,2.97353778804422,1044,0.227666,0,0.7388,0,0,0.384,0,0.00501440922190202,2014,2014,0.00258623
"5690","YOR263C","Dubious","Emerging ORFs","no",NA,NA,-6.90775527898214,408,0.42963,1,1.02,0,0,0.356,0,0.00459259259259259,2008,1960,0.00429861
"5691","YOR264W","Verified","Established ORFs","yes","unchanged",-0.661,2.51179197856938,1293,0.702326,1,0.999,0,0,0.391,0,0,1978,1923,0.0046736
"5692","YOR265W","Verified","Established ORFs","yes","decreased",0.017,2.97471290632992,321,1,0,0.9835,0,0,0.39,0,0,2018,2018,0.00370726
"5693","YOR266W","Verified","Established ORFs","yes","unchanged",0.416,2.27716471564713,1272,0.20331,0,0.9555,1,1,0.366,0.049645390070922,0.041016548463357,2002,1991,0.00469468
"5694","YOR267C","Verified","Established ORFs","no",NA,NA,0.861623330531847,2280,0.642951,0,0.9885,0,0,0.393,0,0,852,625,0.00453168
"5695","YOR268C","Uncharacterized","Established ORFs","yes","unchanged",0.048,-2.79688141480883,399,0.174242,0,0.973,1,2,0.457,0.333333333333333,0.285,1956,1925,0.000585883
"5696","YOR269W","Verified","Established ORFs","no",NA,NA,1.29609609320174,1485,0.139676,0,0.937,0,0,0.4,0,0,2002,1992,0.00269577
"5697","YOR270C","Verified","Established ORFs","yes","decreased",0.182,4.12346637579412,2523,0.159524,0,0.6495,7,7,0.388,0.177380952380952,0.179059523809524,2004,2004,0.00260731
"5698","YOR271C","Uncharacterized","Established ORFs","yes","unchanged",0.469,2.91971478713008,984,0.217125,0,0.955,4,4,0.471,0.250764525993884,0.290122324159021,2014,2014,0.00122332
"5699","YOR272W","Verified","Established ORFs","yes","decreased",NA,3.56933549393964,1383,0.278261,0,0.7262,0,0,0.41,0,4.34782608695652e-05,2002,2002,0.00348502
"5700","YOR273C","Verified","Established ORFs","yes","decreased",-0.187,2.07304613459098,1980,0.355083,0,0.995,11,12,0.428,0.362670713201821,0.360379362670713,1994,1957,0.00333654
"5701","YOR274W","Verified","Established ORFs","yes","unchanged",-0.299,2.69422169316568,1287,0.200935,0,1.044,0,0,0.391,0,2.33644859813084e-05,2000,1998,0.00283886
"5702","YOR275C","Verified","Established ORFs","no",NA,NA,1.50851199384414,1986,0.284418,0,0.795,0,0,0.369,0,1.51285930408472e-05,2010,2008,0.00449754
"5703","YOR276W","Verified","Established ORFs","yes","unchanged",-0.274,4.97829803551728,486,0.73913,1,1.0025,0,0,0.402,0,0,2014,2014,0.00226737
"5704","YOR278W","Verified","Established ORFs","yes","decreased",-0.912,2.48206929496784,828,0.203636,0,NA,0,0,0.384,0,0.000254545454545455,2018,2015,0.00299897
"5705","YOR279C","Verified","Established ORFs","no",NA,NA,2.77832225408754,933,0.770968,0,0.9815,0,0,0.38,0,0,2002,1999,0.00388162
"5706","YOR280C","Verified","Established ORFs","yes","unchanged",0.471,2.5474118551394,801,0.270677,0,1.019,0,0,0.387,0,0.000225563909774436,2010,2010,0.00413923
"5707","YOR281C","Verified","Established ORFs","yes","decreased",-0.122,3.34441536756317,861,0.681818,1,NA,0,0,0.387,0,0,2016,2016,0.00512891
"5708","YOR282W","Dubious","Emerging ORFs","no",NA,NA,-1.11474167059799,321,0.273585,1,NA,0,2,0.393,0.367924528301887,0.189056603773585,2010,1796,0.00110434
"5709","YOR283W","Uncharacterized","Established ORFs","no",NA,NA,3.62476750864669,693,0.317391,0,0.9935,0,0,0.378,0,4.34782608695652e-05,2006,2006,0.00256577
"5710","YOR284W","Verified","Established ORFs","yes","unchanged",0.347,1.73871024813824,732,0.209877,0,1.0055,0,0,0.372,0,0,1962,1905,0.00698105
"5711","YOR285W","Verified","Established ORFs","yes","unchanged",-0.116,4.10218044798988,420,0.338129,0,1.012,0,0,0.412,0,0,1966,1962,0.00283355
"5712","YOR286W","Uncharacterized","Established ORFs","yes","unchanged",0.425,3.14091428339849,450,0.234899,0,0.948,0,0,0.421,0,0,2004,2004,0.00350149
"5713","YOR287C","Uncharacterized","Established ORFs","yes","decreased",NA,2.90711961519739,903,1,0,NA,0,0,0.374,0,0,1992,1988,0.0043008
"5714","YOR288C","Verified","Established ORFs","no",NA,NA,2.0454968856269,957,0.289308,0,0.9955,0,0,0.375,0,6.28930817610063e-05,2006,1971,0.00256332
"5715","YOR289W","Uncharacterized","Established ORFs","yes","unchanged",0.515,1.28536844252993,756,0.231076,0,1.0055,0,0,0.373,0,7.96812749003984e-05,2016,2010,0.00175612
"5716","YOR290C","Verified","Established ORFs","no",NA,NA,0.389335726178281,5112,0.538462,0,NA,0,0,0.39,0,0,1870,1862,0.00259754
"5717","YOR291W","Uncharacterized","Established ORFs","yes","decreased",-0.784,1.20955718261984,4419,0.295516,0,0.9945,11,11,0.387,0.148097826086957,0.159538043478261,1980,1978,0.00263339
"5718","YOR292C","Uncharacterized","Established ORFs","yes","decreased",0.865,2.76253838638628,930,0.210356,0,1.0215,5,6,0.396,0.381877022653722,0.339223300970874,2008,2008,0.00171196
"5719","YOR293C-A","Uncharacterized","Emerging ORFs","no",NA,0.396,0.748581887448046,150,0.142857,0,NA,0,0,0.347,0,0.0573469387755102,1428,689,0.016481
"5720","YOR293W","Verified","Established ORFs","no",NA,1.033,5.80307260273675,755,0.257143,0,0.4675,0,0,0.394,0,0,1604,0,0.00374952
"5721","YOR294W","Verified","Established ORFs","yes","unchanged",0.299,3.80752878109828,612,0.729064,0,0.824633333333333,0,0,0.412,0,0,1998,1998,0.00443015
"5722","YOR295W","Verified","Established ORFs","yes","decreased",0.639,2.86311474893915,687,0.592105,0,NA,0,0,0.387,0,0,2000,1998,0.00417326
"5723","YOR296W","Uncharacterized","Established ORFs","yes","decreased",0.079,0.871711688476188,3870,0.246703,0,1.041,0,0,0.369,0,2.32738557020946e-05,1978,1976,0.0027135
"5724","YOR297C","Verified","Established ORFs","yes","decreased",0.176,2.54042019305124,579,0.213542,0,NA,0,3,0.361,0.3125,0.382864583333333,1860,1856,0.00232155
"5725","YOR298C-A","Verified","Established ORFs","yes","unchanged",0.222,5.34969940699754,456,0.84106,0,0.976,0,0,0.464,0,0,2018,2016,0.00256166
"5726","YOR298W","Verified","Established ORFs","yes","unchanged",-0.226,1.29445315745431,1440,0.204593,0,1.006,0,1,0.346,0.0417536534446764,0.0246972860125261,1220,1003,0.00380463
"5727","YOR299W","Verified","Established ORFs","yes","decreased",-0.804,2.02458929013169,2241,0.209115,1,0.9775,0,0,0.412,0,1.34048257372654e-05,1960,1960,0.00457891
"5728","YOR300W","Dubious","Emerging ORFs","yes","unchanged",0.777,2.06610297724066,309,0.235294,1,0.9965,0,0,0.386,0,0.000392156862745098,2010,1902,0.00148996
"5729","YOR301W","Verified","Established ORFs","yes","unchanged",NA,1.51644504558494,1308,0.268966,0,0.999,3,3,0.467,0.149425287356322,0.156436781609195,1984,1983,0.0042364
"5730","YOR302W","Verified","Established ORFs","no",NA,NA,3.03783344957263,78,0.56,0,NA,0,0,0.427,0,0,2020,2020,0.00145609
"5731","YOR303W","Verified","Established ORFs","yes","unchanged",NA,3.23068581162756,1236,0.143552,0,NA,0,0,0.424,0,0.000340632603406326,1996,1996,0.00376296
"5732","YOR304C-A","Uncharacterized","Established ORFs","yes","unchanged",0.531,2.56471856159945,231,1,0,1.0075,0,0,0.39,0,0,2008,2008,0.00677199
"5733","YOR304W","Verified","Established ORFs","yes","decreased",-0.276,1.79175946922805,3363,0.441964,0,0.9755,0,0,0.367,0,2.67857142857143e-05,1994,1989,0.00365546
"5734","YOR305W","Uncharacterized","Established ORFs","yes","decreased",-1.903,3.39111337520814,729,0.190083,0,NA,0,0,0.364,0,0.000330578512396694,1302,745,0.00559761
"5735","YOR306C","Verified","Established ORFs","yes","unchanged",-0.336,3.34582560612717,1566,0.25144,0,0.9485,12,12,0.412,0.481765834932821,0.501919385796545,2000,1998,0.0036576
"5736","YOR307C","Verified","Established ORFs","yes","unchanged",NA,2.52308515336284,1362,0.203091,0,1.012,8,10,0.381,0.423841059602649,0.388057395143488,2000,1991,0.00389454
"5737","YOR308C","Verified","Established ORFs","no",NA,NA,1.22612560896707,1764,0.962521,0,0.9485,0,0,0.376,0,0,1032,919,0.00374701
"5738","YOR309C","Dubious","Emerging ORFs","yes","decreased",NA,3.9387233572581,381,0.753968,1,0.757,0,0,0.336,0,0.147380952380952,1648,1603,0.00145441
"5739","YOR310C","Verified","Established ORFs","yes","unchanged",0.025,4.03014376182824,1536,0.499022,1,NA,0,0,0.384,0,3.91389432485323e-05,1646,1605,0.00137223
"5740","YOR311C","Verified","Established ORFs","yes","unchanged",0.516,2.9819375625318,873,0.248276,0,0.812,4,6,0.391,0.382758620689655,0.344344827586207,1912,1912,0.00323051
"5741","YOR312C","Verified","Established ORFs","yes","unchanged",-0.071,5.79947439976833,945,0.22093,0,NA,0,0,0.405,0,0,2006,0,0.00229448
"5742","YOR313C","Verified","Established ORFs","no",NA,NA,2.06178660644112,1017,0.284024,0,0.976,0,0,0.366,0,0.000207100591715976,2014,2011,0.00259842
