"","nameNGO","nameINTER","INTER_length_nt","NGO_length_aa","NGO_no_hel","fract_lengths","coorStartNGO","coorEndNGO","coorStartINTER","coorEndINTER","ChromNGO","ChromINTER","bin"
"8096","smorf68243","chr05_1.249",1144,73,1,0.1914,422559,422780,422442,423586,5,5,0.175
"8097","smorf68248","chr05_1.249",1144,50,0,0.1311,423300,423452,422442,423586,5,5,0.125
"8098","smorf68305","chr05_1.266",401,29,0,0.217,441024,441113,440967,441368,5,5,0.225
"8099","smorf68352","chr05_1.271",983,32,0,0.0977,450195,450293,449574,450557,5,5,0.075
"8100","smorf68393","chr05_1.278",645,30,1,0.1395,461748,461840,461735,462380,5,5,0.125
"8101","smorf68395","chr05_1.278",645,69,2,0.3209,462114,462323,461735,462380,5,5,0.325
"8102","smorf685","chr01_1.92",724,50,0,0.2072,185962,186114,185590,186314,1,1,0.225
"8103","smorf68503","chr05_1.293",908,42,0,0.1388,491136,491264,490573,491481,5,5,0.125
"8104","smorf6852","chr02_1.278",396,32,1,0.2424,526894,526992,526622,527018,2,2,0.225
"8106","smorf68607","chr05_1.304",430,28,0,0.1953,526707,526793,526646,527076,5,5,0.175
"8107","smorf68646","chr05_1.308",295,29,0,0.2949,539316,539405,539163,539458,5,5,0.275
"8108","smorf6866","chr02_1.281",1052,33,0,0.0941,532993,533094,532176,533228,2,2,0.075
"8109","smorf68682","chr05_1.312",402,52,1,0.3881,546516,546674,546409,546811,5,5,0.375
"8110","smorf68695","chr05_1.315",337,38,0,0.3383,550704,550820,550522,550859,5,5,0.325
"8111","smorf68711","chr05_1.321",2326,49,0,0.0632,554163,554312,553964,556290,5,5,0.075
"8112","smorf68729","chr05_1.322",773,40,0,0.1552,559299,559421,558675,559448,5,5,0.175
"8113","smorf68819","chr05_1.326",1384,31,0,0.0672,567459,567554,566650,568034,5,5,0.075
"8114","smorf68821","chr05_1.326",1384,28,1,0.0607,566961,567047,566650,568034,5,5,0.075
"8115","smorf6884","chr02_1.285",410,38,0,0.278,537508,537624,537459,537869,2,2,0.275
"8116","smorf68855","chr05_1.323",1339,49,0,0.1098,560505,560654,560360,561699,5,5,0.125
"8117","smorf68859","chr05_1.322",773,38,0,0.1475,559119,559235,558675,559448,5,5,0.125
"8118","smorf68860","chr05_1.322",773,58,0,0.2251,558915,559091,558675,559448,5,5,0.225
"8119","smorf68883","chr05_1.321",2326,31,1,0.04,555129,555224,553964,556290,5,5,0.025
"8120","smorf68897","chr05_1.315",337,29,1,0.2582,550710,550799,550522,550859,5,5,0.275
"8121","smorf68931","chr05_1.310",875,27,0,0.0926,540867,540950,540809,541684,5,5,0.075
"8122","smorf69023","chr05_1.303",214,29,0,0.4065,525801,525890,525754,525968,5,5,0.425
"8123","smorf69035","chr05_1.302",699,52,0,0.2232,522888,523046,522664,523363,5,5,0.225
"8124","smorf69090","chr05_1.298",1609,32,0,0.0597,504738,504836,503777,505386,5,5,0.075
"8125","smorf69091","chr05_1.298",1609,49,1,0.0914,504588,504737,503777,505386,5,5,0.075
"8127","smorf69203","chr05_1.282",899,48,0,0.1602,467934,468080,467465,468364,5,5,0.175
"8128","smorf69204","chr05_1.282",899,27,0,0.0901,467805,467888,467465,468364,5,5,0.075
"8129","smorf69205","chr05_1.282",899,26,0,0.0868,467595,467675,467465,468364,5,5,0.075
"8130","smorf69211","chr05_1.277",302,26,1,0.2583,460440,460520,460218,460520,5,5,0.275
"8131","smorf6929","chr02_1.289",397,34,0,0.2569,546079,546183,545972,546369,2,2,0.275
"8132","smorf69290","chr05_1.266",401,30,1,0.2244,441216,441308,440967,441368,5,5,0.225
"8133","smorf6931","chr02_1.290",208,30,0,0.4327,547327,547419,547245,547453,2,2,0.425
"8134","smorf69345","chr05_1.249",1144,70,0,0.1836,423192,423404,422442,423586,5,5,0.175
"8135","smorf69346","chr05_1.249",1144,30,0,0.0787,423048,423140,422442,423586,5,5,0.075
"8136","smorf69372","chr05_1.247",810,40,0,0.1481,416907,417029,416466,417276,5,5,0.125
"8137","smorf69373","chr05_1.247",810,30,0,0.1111,416646,416738,416466,417276,5,5,0.125
"8138","smorf69383","chr05_1.245",301,30,0,0.299,414213,414305,414175,414476,5,5,0.275
"8139","smorf69386","chr05_1.244",775,42,0,0.1626,413148,413276,412614,413389,5,5,0.175
"8140","smorf69400","chr05_1.243",1125,44,0,0.1173,409416,409550,409059,410184,5,5,0.125
"8141","smorf69428","chr05_1.240",460,38,1,0.2478,404541,404657,404348,404808,5,5,0.225
"8142","smorf69445","chr05_1.234",596,31,0,0.156,396435,396530,396168,396764,5,5,0.175
"8143","smorf69446","chr05_1.234",596,44,0,0.2215,396270,396404,396168,396764,5,5,0.225
"8144","smorf69495","chr05_1.229",1355,29,0,0.0642,386883,386972,385872,387227,5,5,0.075
"8145","smorf69496","chr05_1.229",1355,31,0,0.0686,386763,386858,385872,387227,5,5,0.075
"8146","smorf69526","chr05_1.228",491,26,0,0.1589,382272,382352,382099,382590,5,5,0.175
"8147","smorf69532","chr05_1.227",1147,28,1,0.0732,378141,378227,377610,378757,5,5,0.075
"8148","smorf69533","chr05_1.227",1147,26,0,0.068,377922,378002,377610,378757,5,5,0.075
"8149","smorf69534","chr05_1.227",1147,72,0,0.1883,377700,377918,377610,378757,5,5,0.175
"8150","smorf6966","chr02_1.295",2238,54,0,0.0724,554527,554691,554304,556542,2,2,0.075
"8151","smorf6970","chr02_1.295",2238,64,0,0.0858,555721,555915,554304,556542,2,2,0.075
"8152","smorf6971","chr02_1.295",2238,27,0,0.0362,556051,556134,554304,556542,2,2,0.025
"8153","smorf6973","chr02_1.296",486,32,0,0.1975,558193,558291,558192,558678,2,2,0.175
"8154","smorf6974","chr02_1.296",486,55,0,0.3395,558508,558675,558192,558678,2,2,0.325
"8155","smorf69746","chr05_1.198",146,28,0,0.5753,327495,327581,327447,327593,5,5,0.575
"8156","smorf6975","chr02_1.297",349,28,0,0.2407,559801,559887,559722,560071,2,2,0.225
"8157","smorf6981","chr02_1.298",660,47,0,0.2136,561214,561357,560968,561628,2,2,0.225
"8158","smorf69828","chr05_1.184",729,51,0,0.2099,305853,306008,305589,306318,5,5,0.225
"8159","smorf69839","chr05_1.182",478,35,0,0.2197,302643,302750,302325,302803,5,5,0.225
"8160","smorf69845","chr05_1.181",330,34,0,0.3091,301824,301928,301614,301944,5,5,0.325
"8161","smorf69866","chr05_1.180",948,34,0,0.1076,298569,298673,297999,298947,5,5,0.125
"8162","smorf69885","chr05_1.178",486,31,0,0.1914,292737,292832,292561,293047,5,5,0.175
"8163","smorf69894","chr05_1.177",903,30,0,0.0997,291219,291311,290797,291700,5,5,0.075
"8164","smorf69895","chr05_1.177",903,26,0,0.0864,291105,291185,290797,291700,5,5,0.075
"8165","smorf69896","chr05_1.177",903,54,0,0.1794,290916,291080,290797,291700,5,5,0.175
"8166","smorf69920","chr05_1.173",1018,53,0,0.1562,284355,284516,284220,285238,5,5,0.175
"8167","smorf69935","chr05_1.171",1027,59,0,0.1723,281229,281408,280680,281707,5,5,0.175
"8168","smorf69966","chr05_1.167",680,28,0,0.1235,274083,274169,273884,274564,5,5,0.125
"8169","smorf69980","chr05_1.163",1308,42,0,0.0963,269028,269156,268112,269420,5,5,0.075
"8170","smorf69981","chr05_1.163",1308,34,0,0.078,268857,268961,268112,269420,5,5,0.075
"8171","smorf69982","chr05_1.163",1308,32,1,0.0734,268404,268502,268112,269420,5,5,0.075
"8172","smorf69987","chr05_1.161",1193,28,0,0.0704,264708,264794,263697,264890,5,5,0.075
"8175","smorf70010","chr05_1.159",1293,29,0,0.0673,260313,260402,259638,260931,5,5,0.075
"8176","smorf7002","chr02_1.303",425,71,1,0.5012,568522,568737,568421,568846,2,2,0.525
"8177","smorf70056","chr05_1.147",1678,34,0,0.0608,241998,242102,241500,243178,5,5,0.075
"8178","smorf70066","chr05_1.146",257,39,1,0.4553,239844,239963,239773,240030,5,5,0.475
"8179","smorf70076","chr05_1.145",443,30,0,0.2032,238149,238241,238015,238458,5,5,0.225
"8180","smorf70078","chr05_1.144",450,35,0,0.2333,237399,237506,237118,237568,5,5,0.225
"8181","smorf70085","chr05_1.142",196,36,0,0.551,234756,234866,234739,234935,5,5,0.575
"8182","smorf701","chr01_1.98",5280,27,0,0.0153,196369,196452,196179,201459,1,1,0.025
"8183","smorf70106","chr05_1.138",198,29,0,0.4394,228276,228365,228251,228449,5,5,0.425
"8184","smorf70113","chr05_1.136",689,26,1,0.1132,225357,225437,225198,225887,5,5,0.125
"8185","smorf70132","chr05_1.133",558,36,0,0.1935,221649,221759,221286,221844,5,5,0.175
"8186","smorf70220","chr05_1.123",287,38,0,0.3972,205122,205238,204962,205249,5,5,0.375
"8187","smorf70291","chr05_1.113",1501,35,0,0.07,188001,188108,186774,188275,5,5,0.075
"8188","smorf70296","chr05_1.113",1501,30,0,0.06,187290,187382,186774,188275,5,5,0.075
"8189","smorf70314","chr05_1.112",321,42,1,0.3925,182427,182555,182277,182598,5,5,0.375
"8190","smorf70331","chr05_1.111",409,28,0,0.2054,178680,178766,178430,178839,5,5,0.225
"8191","smorf70417","chr05_1.96",237,34,0,0.4304,157509,157613,157497,157734,5,5,0.425
"8192","smorf70478","chr05_1.86",434,69,0,0.477,144048,144257,143891,144325,5,5,0.475
"8193","smorf705","chr01_1.98",5280,28,0,0.0159,197752,197838,196179,201459,1,1,0.025
"8194","smorf70517","chr05_1.76",568,51,0,0.2694,132849,133004,132551,133119,5,5,0.275
"8195","smorf70518","chr05_1.76",568,34,0,0.1796,132663,132767,132551,133119,5,5,0.175
"8196","smorf70550","chr05_1.69",727,59,1,0.2435,123456,123635,122929,123656,5,5,0.225
"8197","smorf70592","chr05_1.58",1112,48,0,0.1295,106887,107033,106147,107259,5,5,0.125
"8198","smorf70609","chr05_1.57",257,28,0,0.3268,102408,102494,102323,102580,5,5,0.325
"8199","smorf70631","chr05_1.51",279,28,1,0.3011,96690,96776,96578,96857,5,5,0.325
"8200","smorf70652","chr05_1.48",405,33,0,0.2444,90078,90179,89852,90257,5,5,0.225
"8201","smorf70673","chr05_1.44",492,46,1,0.2805,84843,84983,84552,85044,5,5,0.275
"8202","smorf70702","chr05_1.39",621,40,0,0.1932,77841,77963,77431,78052,5,5,0.175
"8203","smorf7073","chr02_1.318",731,46,0,0.1888,592810,592950,592769,593500,2,2,0.175
"8204","smorf7074","chr02_1.318",731,38,0,0.156,593026,593142,592769,593500,2,2,0.175
"8205","smorf70743","chr05_1.33",831,30,0,0.1083,67062,67154,66797,67628,5,5,0.125
"8206","smorf70746","chr05_1.31",618,55,0,0.267,64206,64373,64090,64708,5,5,0.275
"8207","smorf70785","chr05_1.17",1446,30,0,0.0622,46926,47018,45721,47167,5,5,0.075
"8208","smorf70791","chr05_1.17",1446,30,0,0.0622,45741,45833,45721,47167,5,5,0.075
"8209","smorf70844","chr05_1.9",454,47,1,0.3106,31419,31562,31239,31693,5,5,0.325
"8210","smorf70865","chr05_1.7",450,34,0,0.2267,27408,27512,27206,27656,5,5,0.225
"8211","smorf70877","chr05_1.5",2414,43,0,0.0534,24897,25028,23231,25645,5,5,0.075
"8212","smorf70878","chr05_1.5",2414,48,0,0.0597,24741,24887,23231,25645,5,5,0.075
"8213","smorf7089","chr02_1.320",559,45,0,0.2415,595606,595743,595550,596109,2,2,0.225
"8214","smorf70908","chr05_1.2",1939,27,0,0.0418,16260,16343,14415,16354,5,5,0.025
"8215","smorf70917","chr05_1.2",1939,35,0,0.0542,14637,14744,14415,16354,5,5,0.075
"8216","smorf70984","chr05_1.326",1384,66,0,0.1431,567101,567301,566650,568034,5,5,0.125
"8217","smorf71013","chr05_1.323",1339,45,0,0.1008,561221,561358,560360,561699,5,5,0.125
"8218","smorf71014","chr05_1.323",1339,56,0,0.1255,560414,560584,560360,561699,5,5,0.125
"8219","smorf71032","chr05_1.321",2326,41,0,0.0529,555461,555586,553964,556290,5,5,0.075
"8220","smorf71040","chr05_1.321",2326,38,0,0.049,554645,554761,553964,556290,5,5,0.025
"8221","smorf71066","chr05_1.311",555,72,1,0.3892,545279,545497,545050,545605,5,5,0.375
"8222","smorf71074","chr05_1.309",286,26,0,0.2727,540554,540634,540358,540644,5,5,0.275
"8223","smorf71112","chr05_1.304",430,32,0,0.2233,526898,526996,526646,527076,5,5,0.225
"8224","smorf71159","chr05_1.300",520,41,1,0.2365,512333,512458,512101,512621,5,5,0.225
"8225","smorf71160","chr05_1.300",520,33,0,0.1904,512192,512293,512101,512621,5,5,0.175
"8226","smorf71227","chr05_1.296",281,30,0,0.3203,500405,500497,500343,500624,5,5,0.325
"8227","smorf71341","chr05_1.282",899,27,0,0.0901,468134,468217,467465,468364,5,5,0.075
"8228","smorf71345","chr05_1.282",899,39,0,0.1301,467552,467671,467465,468364,5,5,0.125
"8229","smorf71413","chr05_1.271",983,40,0,0.1221,449759,449881,449574,450557,5,5,0.125
"8230","smorf71414","chr05_1.271",983,26,1,0.0793,449660,449740,449574,450557,5,5,0.075
"8232","smorf715","chr01_1.98",5280,26,0,0.0148,200566,200646,196179,201459,1,1,0.025
"8233","smorf7150","chr02_1.336",572,30,0,0.1573,614650,614742,614625,615197,2,2,0.175
"8234","smorf7151","chr02_1.336",572,34,0,0.1783,614764,614868,614625,615197,2,2,0.175
"8235","smorf71530","chr05_1.249",1144,26,0,0.0682,423266,423346,422442,423586,5,5,0.075
"8236","smorf71532","chr05_1.249",1144,27,0,0.0708,422687,422770,422442,423586,5,5,0.075
"8237","smorf71564","chr05_1.244",775,61,0,0.2361,413168,413353,412614,413389,5,5,0.225
"8238","smorf71566","chr05_1.244",775,55,0,0.2129,412700,412867,412614,413389,5,5,0.225
"8239","smorf71582","chr05_1.243",1125,62,0,0.1653,409541,409729,409059,410184,5,5,0.175
"8240","smorf71583","chr05_1.243",1125,34,0,0.0907,409430,409534,409059,410184,5,5,0.075
"8241","smorf71632","chr05_1.235",298,33,0,0.3322,397721,397822,397649,397947,5,5,0.325
"8242","smorf71639","chr05_1.233",480,30,0,0.1875,395036,395128,394863,395343,5,5,0.175
"8243","smorf71643","chr05_1.232",579,29,0,0.1503,394031,394120,393708,394287,5,5,0.175
"8244","smorf71668","chr05_1.227",1147,28,0,0.0732,378338,378424,377610,378757,5,5,0.075
"8245","smorf71689","chr05_1.223",409,31,0,0.2274,367577,367672,367424,367833,5,5,0.225
"8246","smorf71705","chr05_1.220",938,46,0,0.1471,361994,362134,361790,362728,5,5,0.125
"8247","smorf71718","chr05_1.219",187,32,0,0.5134,360398,360496,360310,360497,5,5,0.525
"8248","smorf71760","chr05_1.212",515,64,0,0.3728,351461,351655,351178,351693,5,5,0.375
"8249","smorf71770","chr05_1.211",633,42,0,0.1991,349559,349687,349342,349975,5,5,0.175
"8250","smorf71773","chr05_1.210",328,26,0,0.2378,348626,348706,348396,348724,5,5,0.225
"8251","smorf71791","chr05_1.204",608,26,0,0.1283,337682,337762,337336,337944,5,5,0.125
"8252","smorf7180","chr02_1.344",1074,42,0,0.1173,624895,625023,624692,625766,2,2,0.125
"8253","smorf71800","chr05_1.202",345,34,0,0.2957,332930,333034,332826,333171,5,5,0.275
"8254","smorf71866","chr05_1.190",796,27,0,0.1018,314060,314143,313733,314529,5,5,0.125
"8255","smorf71894","chr05_1.186",289,37,0,0.3841,308171,308284,308119,308408,5,5,0.375
"8256","smorf71896","chr05_1.185",456,39,0,0.2566,307367,307486,307192,307648,5,5,0.275
"8257","smorf71899","chr05_1.184",729,66,1,0.2716,305792,305992,305589,306318,5,5,0.275
"8258","smorf71906","chr05_1.183",833,36,0,0.1297,303557,303667,303193,304026,5,5,0.125
"8259","smorf71912","chr05_1.181",330,27,0,0.2455,301766,301849,301614,301944,5,5,0.225
"8260","smorf71925","chr05_1.180",948,30,0,0.0949,298493,298585,297999,298947,5,5,0.075
"8261","smorf71927","chr05_1.180",948,38,1,0.1203,298025,298141,297999,298947,5,5,0.125
"8262","smorf71941","chr05_1.179",487,27,1,0.1663,295010,295093,294811,295298,5,5,0.175
"8263","smorf71942","chr05_1.179",487,32,0,0.1971,294893,294991,294811,295298,5,5,0.175
"8264","smorf71950","chr05_1.178",486,43,0,0.2654,292760,292891,292561,293047,5,5,0.275
"8265","smorf71981","chr05_1.173",1018,47,1,0.1385,284309,284452,284220,285238,5,5,0.125
"8266","smorf71984","chr05_1.172",338,28,0,0.2485,282392,282478,282364,282702,5,5,0.225
"8267","smorf71986","chr05_1.171",1027,39,0,0.1139,281153,281272,280680,281707,5,5,0.125
"8268","smorf72013","chr05_1.167",680,27,0,0.1191,274292,274375,273884,274564,5,5,0.125
"8269","smorf7203","chr02_1.345",858,49,0,0.1713,628516,628665,628304,629162,2,2,0.175
"8270","smorf72031","chr05_1.163",1308,34,0,0.078,269033,269137,268112,269420,5,5,0.075
"8271","smorf72049","chr05_1.162",726,43,0,0.1777,266228,266359,265784,266510,5,5,0.175
"8273","smorf72159","chr05_1.141",473,57,0,0.3615,232223,232396,231986,232459,5,5,0.375
"8274","smorf72160","chr05_1.141",473,29,0,0.1839,232106,232195,231986,232459,5,5,0.175
"8276","smorf72225","chr05_1.130",177,30,1,0.5085,213947,214039,213897,214074,5,5,0.525
"8277","smorf72238","chr05_1.127",459,66,0,0.4314,210410,210610,210231,210690,5,5,0.425
"8278","smorf72254","chr05_1.123",287,28,0,0.2927,205085,205171,204962,205249,5,5,0.275
"8279","smorf72289","chr05_1.119",430,45,0,0.314,196754,196891,196516,196946,5,5,0.325
"8280","smorf72399","chr05_1.99",280,45,0,0.4821,162551,162688,162441,162721,5,5,0.475
"8281","smorf72404","chr05_1.98",274,31,0,0.3394,160313,160408,160274,160548,5,5,0.325
"8282","smorf72408","chr05_1.97",461,45,0,0.2928,159380,159517,159117,159578,5,5,0.275
"8283","smorf72514","chr05_1.76",568,44,0,0.2324,132854,132988,132551,133119,5,5,0.225
"8284","smorf72533","chr05_1.71",410,49,1,0.3585,126440,126589,126218,126628,5,5,0.375
"8285","smorf72554","chr05_1.68",487,32,0,0.1971,122438,122536,122310,122797,5,5,0.175
"8286","smorf72583","chr05_1.61",366,29,0,0.2377,115853,115942,115800,116166,5,5,0.225
"8287","smorf72613","chr05_1.60",868,36,0,0.1244,110609,110719,110552,111420,5,5,0.125
"8289","smorf72636","chr05_1.58",1112,33,0,0.089,106163,106264,106147,107259,5,5,0.075
"8290","smorf72637","chr05_1.57",257,35,0,0.4086,102443,102550,102323,102580,5,5,0.425
"8291","smorf72689","chr05_1.48",405,46,0,0.3407,90086,90226,89852,90257,5,5,0.325
"8292","smorf72761","chr05_1.33",831,46,1,0.1661,67364,67504,66797,67628,5,5,0.175
"8293","smorf72762","chr05_1.33",831,30,0,0.1083,67070,67162,66797,67628,5,5,0.125
"8294","smorf72831","chr05_1.21",645,67,0,0.3116,53447,53650,53255,53900,5,5,0.325
"8295","smorf72866","chr05_1.17",1446,27,0,0.056,46622,46705,45721,47167,5,5,0.075
"8296","smorf72868","chr05_1.17",1446,51,0,0.1058,46025,46180,45721,47167,5,5,0.125
"8297","smorf72881","chr05_1.13",446,27,0,0.1816,41975,42058,41953,42399,5,5,0.175
"8298","smorf72897","chr05_1.10",940,28,0,0.0894,34184,34270,33466,34406,5,5,0.075
"8299","smorf72899","chr05_1.10",940,52,0,0.166,33566,33724,33466,34406,5,5,0.175
"8300","smorf7292","chr02_1.357",753,26,0,0.1036,647254,647334,647127,647880,2,2,0.125
"8301","smorf72921","chr05_1.7",450,48,0,0.32,27509,27655,27206,27656,5,5,0.325
"8302","smorf72936","chr05_1.5",2414,53,0,0.0659,23984,24145,23231,25645,5,5,0.075
"8303","smorf72938","chr05_1.5",2414,40,0,0.0497,23357,23479,23231,25645,5,5,0.025
"8304","smorf72952","chr05_1.3",1743,51,0,0.0878,19163,19318,17845,19588,5,5,0.075
"8305","smorf72966","chr05_1.2",1939,59,0,0.0913,15653,15832,14415,16354,5,5,0.075
"8306","smorf7300","chr02_1.361",258,32,0,0.3721,655402,655500,655312,655570,2,2,0.375
"8307","smorf73091","chr05_1.323",1339,50,0,0.112,561481,561633,560360,561699,5,5,0.125
"8308","smorf73095","chr05_1.323",1339,35,0,0.0784,560686,560793,560360,561699,5,5,0.075
"8309","smorf73101","chr05_1.322",773,59,0,0.229,559072,559251,558675,559448,5,5,0.225
"8310","smorf73104","chr05_1.321",2326,61,1,0.0787,555898,556083,553964,556290,5,5,0.075
"8311","smorf73105","chr05_1.321",2326,36,1,0.0464,555304,555414,553964,556290,5,5,0.025
"8312","smorf73109","chr05_1.321",2326,38,0,0.049,554569,554685,553964,556290,5,5,0.025
"8313","smorf73187","chr05_1.306",253,31,0,0.3676,536134,536229,536016,536269,5,5,0.375
"8314","smorf73202","chr05_1.303",214,39,0,0.5467,525847,525966,525754,525968,5,5,0.525
"8315","smorf73244","chr05_1.301",756,27,0,0.1071,518041,518124,517454,518210,5,5,0.125
"8316","smorf73292","chr05_1.298",1609,27,0,0.0503,505132,505215,503777,505386,5,5,0.075
"8317","smorf73295","chr05_1.298",1609,30,0,0.0559,504241,504333,503777,505386,5,5,0.075
"8318","smorf73299","chr05_1.297",189,26,0,0.4127,502891,502971,502889,503078,5,5,0.425
"8319","smorf73307","chr05_1.296",281,31,0,0.331,500494,500589,500343,500624,5,5,0.325
"8320","smorf73417","chr05_1.282",899,42,0,0.1402,467668,467796,467465,468364,5,5,0.125
"8321","smorf7342","chr02_1.365",475,56,1,0.3537,664906,665076,664672,665147,2,2,0.375
"8322","smorf73431","chr05_1.276",200,27,0,0.405,457690,457773,457600,457800,5,5,0.425
"8323","smorf73439","chr05_1.275",282,53,1,0.5638,456130,456291,456031,456313,5,5,0.575
"8324","smorf73564","chr05_1.249",1144,30,0,0.0787,423085,423177,422442,423586,5,5,0.075
"8325","smorf73566","chr05_1.249",1144,41,0,0.1075,422587,422712,422442,423586,5,5,0.125
"8326","smorf73617","chr05_1.243",1125,27,0,0.072,409813,409896,409059,410184,5,5,0.075
"8327","smorf73639","chr05_1.234",596,60,0,0.302,396196,396378,396168,396764,5,5,0.325
"8328","smorf73679","chr05_1.227",1147,30,0,0.0785,378478,378570,377610,378757,5,5,0.075
"8329","smorf73686","chr05_1.226",500,39,1,0.234,374737,374856,374710,375210,5,5,0.225
"8330","smorf73691","chr05_1.224",312,30,0,0.2885,372196,372288,372009,372321,5,5,0.275
"8332","smorf73709","chr05_1.220",938,42,0,0.1343,362206,362334,361790,362728,5,5,0.125
"8333","smorf73749","chr05_1.212",515,26,0,0.1515,351307,351387,351178,351693,5,5,0.175
"8334","smorf73759","chr05_1.210",328,31,0,0.2835,348622,348717,348396,348724,5,5,0.275
"8335","smorf73824","chr05_1.201",213,38,0,0.5352,332446,332562,332364,332577,5,5,0.525
"8336","smorf73866","chr05_1.193",349,26,0,0.2235,319591,319671,319548,319897,5,5,0.225
"8337","smorf73871","chr05_1.190",796,48,1,0.1809,314164,314310,313733,314529,5,5,0.175
"8338","smorf73885","chr05_1.186",289,67,2,0.6955,308191,308394,308119,308408,5,5,0.675
"8339","smorf7389","chr02_1.372",327,30,0,0.2752,679426,679518,679216,679543,2,2,0.275
"8340","smorf73891","chr05_1.184",729,29,0,0.1193,306010,306099,305589,306318,5,5,0.125
"8341","smorf73893","chr05_1.184",729,58,1,0.2387,305596,305772,305589,306318,5,5,0.225
"8342","smorf73900","chr05_1.183",833,32,0,0.1152,303709,303807,303193,304026,5,5,0.125
"8343","smorf73906","chr05_1.181",330,34,0,0.3091,301621,301725,301614,301944,5,5,0.325
"8344","smorf73933","chr05_1.179",487,47,0,0.2895,294853,294996,294811,295298,5,5,0.275
"8345","smorf73981","chr05_1.172",338,41,0,0.3639,282421,282546,282364,282702,5,5,0.375
"8346","smorf73984","chr05_1.171",1027,54,1,0.1577,281086,281250,280680,281707,5,5,0.175
"8347","smorf73992","chr05_1.168",418,29,0,0.2081,276394,276483,276151,276569,5,5,0.225
"8348","smorf74016","chr05_1.165",641,29,0,0.1357,271348,271437,271124,271765,5,5,0.125
"8349","smorf74017","chr05_1.165",641,26,0,0.1217,271129,271209,271124,271765,5,5,0.125
"8350","smorf74019","chr05_1.164",551,26,0,0.1416,270544,270624,270183,270734,5,5,0.125
"8352","smorf74028","chr05_1.163",1308,36,0,0.0826,269023,269133,268112,269420,5,5,0.075
"8353","smorf74035","chr05_1.162",726,29,0,0.1198,266365,266454,265784,266510,5,5,0.125
"8354","smorf74041","chr05_1.161",1193,39,0,0.0981,264319,264438,263697,264890,5,5,0.075
"8355","smorf74048","chr05_1.159",1293,36,1,0.0835,260782,260892,259638,260931,5,5,0.075
"8356","smorf7405","chr02_1.376",282,26,0,0.2766,683227,683307,683085,683367,2,2,0.275
"8357","smorf74070","chr05_1.155",725,26,0,0.1076,251455,251535,251001,251726,5,5,0.125
"8358","smorf74071","chr05_1.155",725,74,0,0.3062,251194,251418,251001,251726,5,5,0.325
"8359","smorf74109","chr05_1.147",1678,47,0,0.084,242695,242838,241500,243178,5,5,0.075
"8360","smorf74110","chr05_1.147",1678,29,0,0.0518,242131,242220,241500,243178,5,5,0.075
"8361","smorf74112","chr05_1.146",257,32,0,0.3735,239818,239916,239773,240030,5,5,0.375
"8362","smorf74148","chr05_1.140",313,31,0,0.2971,229564,229659,229480,229793,5,5,0.275
"8364","smorf74201","chr05_1.126",504,30,0,0.1786,208537,208629,208473,208977,5,5,0.175
"8365","smorf74216","chr05_1.123",287,49,0,0.5122,204976,205125,204962,205249,5,5,0.525
"8366","smorf74247","chr05_1.120",292,37,0,0.3801,198634,198747,198518,198810,5,5,0.375
"8368","smorf74275","chr05_1.113",1501,27,0,0.054,187747,187830,186774,188275,5,5,0.075
"8369","smorf74277","chr05_1.113",1501,69,0,0.1379,187315,187524,186774,188275,5,5,0.125
"8370","smorf7429","chr02_1.382",588,29,1,0.148,694993,695082,694513,695101,2,2,0.125
"8371","smorf7440","chr02_1.383",1051,28,0,0.0799,697453,697539,697297,698348,2,2,0.075
"8372","smorf74403","chr05_1.95",994,26,0,0.0785,156313,156393,155807,156801,5,5,0.075
"8373","smorf7441","chr02_1.383",1051,59,0,0.1684,697804,697983,697297,698348,2,2,0.175
"8374","smorf74442","chr05_1.86",434,35,0,0.2419,144133,144240,143891,144325,5,5,0.225
"8375","smorf74516","chr05_1.69",727,64,0,0.2641,123340,123534,122929,123656,5,5,0.275
"8376","smorf74519","chr05_1.68",487,64,1,0.3943,122338,122532,122310,122797,5,5,0.375
"8377","smorf7452","chr02_1.384",546,28,0,0.1538,699943,700029,699938,700484,2,2,0.175
"8378","smorf74572","chr05_1.58",1112,35,0,0.0944,106783,106890,106147,107259,5,5,0.075
"8379","smorf74574","chr05_1.58",1112,31,1,0.0836,106288,106383,106147,107259,5,5,0.075
"8380","smorf74629","chr05_1.52",871,30,0,0.1033,97834,97926,97796,98667,5,5,0.125
"8381","smorf74695","chr05_1.41",484,67,1,0.4153,80224,80427,79977,80461,5,5,0.425
"8382","smorf74710","chr05_1.38",616,49,0,0.2386,75631,75780,75327,75943,5,5,0.225
"8383","smorf74711","chr05_1.38",616,57,0,0.2776,75364,75537,75327,75943,5,5,0.275
"8384","smorf74731","chr05_1.35",491,63,0,0.3849,69319,69510,69265,69756,5,5,0.375
"8385","smorf74738","chr05_1.33",831,29,1,0.1047,66988,67077,66797,67628,5,5,0.125
"8386","smorf74739","chr05_1.33",831,27,0,0.0975,66904,66987,66797,67628,5,5,0.075
"8387","smorf74748","chr05_1.31",618,40,0,0.1942,64540,64662,64090,64708,5,5,0.175
"8388","smorf74749","chr05_1.31",618,36,0,0.1748,64129,64239,64090,64708,5,5,0.175
"8389","smorf74767","chr05_1.23",277,56,0,0.6065,58189,58359,58100,58377,5,5,0.625
